license_id,tw_product,form,ingredient
衛署藥製字第020738號,"SOUDIPAN TABLETS ""S.Y.""(DIAZEPAM)",錠劑,DIAZEPAM
衛署藥製字第020782號,"PANDOL INJECTION (HALOPERIDOL) ""PANBIOTIC""",注射劑,HALOPERIDOL
衛署藥製字第020785號,"VOREN INJECTION (DICLOFENAC) ""YUNG SHIN""",注射劑,DICLOFENAC SODIUM
衛署藥製字第020857號,"ROSTAN CAPSULES (BETA-AESCIN) ""CHEN TA""",膠囊劑,AESCULUS HIPPOCASTANUM L EXTRACT
衛署藥製字第020860號,SINSOLAX TABLETS,錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;ORPHENADRINE CITRATE
衛署藥製字第020863號,"MARCELSON GRANULES ""C.M.""",內服顆粒劑,PANTOTHENATE CALCIUM;;ASCORBIC ACID (VIT C);;PYRIDOXINE HCL;;THIAMINE MONONITRATE;;RIBOFLAVIN (VIT B2);;CYANOCOBALAMIN (VIT B12);;CLOSTRIDIUM BUTYRICUM MIYAIRI;;NIACINAMIDE (NICOTINAMIDE)
衛署藥製字第020864號,AMPAMTS OINTMENT,軟膏劑,CHLORHEXIDINE HCL;;LIDOCAINE;;TOCOPHEROL ACETATE;;PREDNISOLONE
衛署藥製字第020865號,"STRONG BOWELS TABLETS ""C.M.""",錠劑,CLOSTRIDIUM BUTYRICUM MIYAIRI;;THIAMINE MONONITRATE
衛署藥製字第020871號,"PROPRA TABLETS 10MG (PROPRANOLOL) ""ROYAL""",錠劑,PROPRANOLOL HCL
衛署藥製字第020872號,"PRODERM CREAM ""ROYAL""",乳膏劑,CHLORHEXIDINE HCL;;TOLNAFTATE
衛署藥製字第020873號,"CLIXIN F.C. TABLETS ""ROYAL""",膜衣錠,CLIDINIUM BROMIDE;;CHLORDIAZEPOXIDE
衛署藥製字第020900號,"SIRIN S.C. TABLETS (SILYMARIN) ""Y. S.""",糖衣錠,SILYMARIN (EXSICCATED FRUCTUS CARDUI MARIANUS EXTRACT)
衛署藥製字第020904號,"JYYKO TABLETS 30MG (DEXTROMETHORPHEN) ""N.C.P.""",錠劑,DEXTROMETHORPHAN HBR
衛署藥製字第020910號,DOLCOL FILM COATING TABLETS 250MG,膜衣錠,PIPEMIDIC ACID (TRIHYDRATE)
衛署藥製字第020911號,"SONCO TABLETS ""ROYAL""",錠劑,CODEINE PHOSPHATE;;TERPIN HYDRATE
衛署藥製字第020921號,CEFENINE S.C. TABLETS (DIPHENIDOL),糖衣錠,DIPHENIDOL HYDROCHLORIDE (eq to DIFENIDOL HCL)
衛署藥製字第020926號,"FUTOCAN CREAM (FLUO CINOLONE)""SHINLON""",乳膏劑,FLUOCINOLONE ACETONIDE
衛署藥製字第020927號,"PROPRALOL TABLETS ""Y.Y."" (PROPRANOLOL)",錠劑,PROPRANOLOL HCL
衛署藥製字第020959號,CLONIN CAPSULES (CLOMIPHENE),膠囊劑,CLOMIPHENE CITRATE
衛署藥製字第020964號,"SCABI CREAM (GAMMA-BHC) ""HEALTH""",乳膏劑,LINDANE
衛署藥製字第020967號,"GENTAMYCIN OPHTHALMIC SOLUTION ""C.M.""",點眼液劑,GENTAMICIN (AS SULFATE)
衛署藥製字第020972號,BOUSUZONE TABLETS,錠劑,CHLORMEZANONE
衛署藥製字第020974號,"ROITIS CAPSULES (ALUMINUM FLUFENAMATE) ""SENTAI""",膠囊劑,FLUFENAMATE ALUMINUM
衛署藥製字第020975號,"VOLTON CAPSULES (DICLOFENAC) ""N.C.P.""",膠囊劑,DICLOFENAC SODIUM
衛署藥製字第020976號,SEUSTON CAPSULES (MEFENAMIC ACID),膠囊劑,MEFENAMIC ACID
衛署藥製字第037290號,"VANCO POWDER FOR INJECTION (VANCOMYCIN) ""GENTLE""",乾粉注射劑,VANCOMYCIN (HCL);;VANCOMYCIN (HCL)
衛署藥製字第037292號,"NICER TABLETS 10MG (NICERGOLINE) ""H.S.""",錠劑,NICERGOLINE
衛署藥製字第037293號,"CYCLIN CAPSULE 50MG (MINOCYCLINE) ""PURZER""",膠囊劑,MINOCYCLINE HCL
衛署藥製字第037294號,SUAN TONG PAP “T.S.”,藥膠布,INDOMETHACIN (eq to Indometacin)
衛署藥製字第037295號,TAKE PAP,藥膠布,CAMPHOR;;METHYL SALICYLATE;;MENTHOL;;GLYCOL SALICYLATE;;TOCOPHEROL ACETATE ALPHA (EQ TO VIT E ACETATE) (EQ TO VITAMIN E ACETATE);;MENTHOL OIL
衛署藥製字第037297號,MEDISHEET PAP,藥膠布,MENTHOL OIL;;TOCOPHEROL ACETATE;;METHYL SALICYLATE;;GLYCOL SALICYLATE;;MENTHOL;;CAMPHOR;;DIPHENHYDRAMINE HCL;;DIPHENHYDRAMINE HCL;;GLYCOL SALICYLATE;;TOCOPHEROL ACETATE;;MENTHOL;;MENTHOL OIL;;METHYL SALICYLATE;;CAMPHOR
衛署藥製字第037352號,"HOPAN TABLETS 0.5MG (HALOPERIDOL) ""KOJAR""",錠劑,HALOPERIDOL
衛署藥製字第037354號,SLICKAN CREAM,乳膏劑,DIFLUCORTOLONE VALERATE;;ISOCONAZOLE NITRATE
衛署藥製字第037355號,"DICLOFENAC E.S.C. TABLETS 50MG ""YUNG CHI""",腸溶錠,DICLOFENAC SODIUM
衛署藥製字第037357號,"BROMHEXE INJECTION 2MG/ML (BROMHEXINE) ""PANBIOTIC""",注射劑,BROMHEXINE HCL
衛署藥製字第037360號,"KETOSHINE SHAMPOO 20MG/ML""SINPHAR""(KETOCONAZOLE)",洗髮劑,KETOCONAZOLE
衛署藥製字第037368號,"FLUFEN FILM COATED TABLETS 250MG ""P.L""(ALUMINUM FLUFENAMATE)",膜衣錠,FLUFENAMATE ALUMINUM
衛署藥製字第037375號,GINKON FILM COATED TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE),膜衣錠,GINKGO BILOBA EXTRACT
衛署藥製字第037376號,"SULORIL TABLETS 200MG ""WEIDAR"" (SULINDAC)",錠劑,SULINDAC
衛署藥製字第037378號,"TRIMSOAN TABLETS 3MG (TRIMETOQUINOL) ""CHINTENG""",錠劑,TRIMETOQUINOL HCL
衛署藥製字第037388號,HEMODIALYSIS CONCENTRATE NO.6 50.71MG/ML (SODIUM BICARBONATE),透析用液劑,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)
衛署藥製字第037389號,"HEMODIALYSIS CONCENTRATE NO.7 ""S.T.""",透析用液劑,MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;SODIUM CHLORIDE;;POTASSIUM CHLORIDE
衛署藥製字第037390號,"U-SAVE CAPSULES 500MG ""U-LIANG"" (CEPHRADINE)",膠囊劑,CEPHRADINE (MONOHYDRATE)
衛署藥製字第037392號,"SUINTOL E.F.C. TABLETS 100MG ""Y.K.""",膜衣錠,PENTOXIFYLLINE
衛署藥製字第037393號,"F. J. CREAM 1 MG/GM (TRETINOIN) ""YUNG CHI""",乳膏劑,RETINOIC ACID (EQ TO TRETINOIN)(EQ TO VITAMIN A ACID)
衛署藥製字第037396號,"BRANDYL TABLETS 2.5MG (TERBUTALINE SULFATE) ""C.C.P.C.""",錠劑,TERBUTALINE SULFATE
衛署藥製字第037401號,NEW STONA CAPSULES,膠囊劑,CHLORPHENIRAMINE MALEATE;;DEXTROMETHORPHAN HBR;;ETHENZAMIDE (ETHOXYBENZAMIDE);;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS
衛署藥製字第037402號,"EFACO TABLETS 20MG (EPRAZINONE) ""KOJAR""",錠劑,EPRAZINONE HCL
衛署藥製字第037501號,"ISOLON CREAM ""H.S.""",乳膏劑,ISOCONAZOLE NITRATE;;DIFLUCORTOLONE 21-VALERATE
衛署藥製字第037502號,ANCO COLD CAPSULES,膠囊劑,CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;DEXTROMETHORPHAN HBR
衛署藥製字第037505號,PRETTY GEL 50MG/GM,外用凝膠劑,BENZOYL PEROXIDE
衛署藥製字第037510號,SONA CREAM,乳膏劑,ISOCONAZOLE NITRATE;;DIFLUCORTOLONE 21-VALERATE
衛署藥製字第037511號,"C.G.B. CREAM ""H.S.""",乳膏劑,BETAMETHASONE (AS DIPROPIONATE);;CLOTRIMAZOLE;;GENTAMICIN (AS SULFATE)
衛署藥製字第037517號,MENTHOLATUM DEEP HEATING RUB EXTRA STRENGTH CREAM,乳膏劑,METHYL SALICYLATE;;MENTHOL
衛署藥製字第037519號,"OXETHAZAINE TABLETS ""SENTAI""",錠劑,OXETHAZAINE
衛署藥製字第037538號,"MINQUINE CREAM 40MG/GM ""YUNG CHI""(HYDROQUINONE)",乳膏劑,HYDROQUINONE
衛署藥製字第037540號,"JASON'S LOVE SOLUTION 0.3% (POVIDONE-IODINE)""C.J.""",外用液劑,POVIDONE-IODINE
衛署藥製字第037542號,HYCECIN CREAM,乳膏劑,CENTELLA ASIATICA;;HYDROCORTISONE ACETATE;;NEOMYCIN SULFATE
衛署藥製字第037549號,"TRENTINE F.C. TABLETS 9.6MG ""N.K.""",膜衣錠,"GINKGO BILOBA EXTRACT((9.6mg GINKGO FLAVONGLYCOSIDES CALCULATED AS QUERCETIN,KAEMPFEROL AND ISORHAMNETIN,2.4mg TERPENLACTONES )"
衛署藥製字第037550號,"AMINFEC INJECTION 125MG/ML ""STANDARD"" (AMIKACIN)",注射劑,AMIKACIN (SULFATE)
衛署藥製字第037551號,KINTHREE FILM TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE),膜衣錠,GINKGO BILOBA EXTRACT
衛署藥製字第037561號,Shunlinin Drops,滴劑,"GINKGO BILOBA EXTRACT(eq. to 9.6mg GINKGO FLAVONGLYCOSIDES CALCULATED AS QUERCETIN, KAEMPFEROL AND ISORHAMNETIN )"
衛署藥製字第037562號,HYDROXINE LOTION 2.5%,洗劑,HYDROCORTISONE ACETATE;;PRAMOXINE HCL
衛署藥製字第037563號,"SAFELON CREAM ""EVEREST""",乳膏劑,CLOTRIMAZOLE;;BETAMETHASONE DIPROPIONATE
衛署藥製字第037565號,"TINIJING F.C.TABLETS 500MG (TINIDAZOLE) ""CHINTENG""",膜衣錠,TINIDAZOLE
衛署藥製字第037567號,"WEIPAU TABLETS ""JEN SHENG""",錠劑,HYDRANGEAE DULCIS FOLIUM;;L-MENTHOL ;;PIPER NIGRUM;;CINNAMOMI CORTEX;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;COPTIS RHIZOMA;;GENTIANA SCABRAE RADIX;;FLOS CARYOPHYLLI;;GLYCYRRHIZA RADIX;;GAMBIR;;BORNEOL
衛署藥製字第037568號,"Hallimon Tablets 0.25mg ""Standard"" (Triazolam)",錠劑,TRIAZOLAM
衛署藥製字第037570號,ULSAMIN FINE GRANULES 900MG/GM (BASIC ALUMINUM SUCROSE SULFATE),細粒劑,BASIC ALUMINUM SUCROSE SULFATE (SUCRALFATE)
衛署藥製字第037572號,"ELICA TABLETS 500MG ""Y.C.""",錠劑,CALCIUM CARBONATE
衛署藥製字第037574號,"KLORIA CREAM ""C.A.""",乳膏劑,BIFONAZOLE
衛署藥製字第037575號,"EUFAXIN GRANULES 500MG/GM (CEPHALEXIN) ""TAI YU""",內服顆粒劑,CEPHALEXIN MONOHYDRATE
衛署藥製字第037577號,"ERA TABLET 0.25MG (FLUDIAZEPAM) ""T.T.Y.""",錠劑,FLUDIAZEPAM
衛署藥製字第037579號,FLU-D TABLETS 200MG,錠劑,FLUCONAZOLE
衛署藥製字第037580號,CLOSONE CREAM,乳膏劑,CLOTRIMAZOLE;;BETAMETHASONE (AS DIPROPIONATE)
衛署藥製字第037593號,INDO SOLUTION 1% (INDOMETHACIN),外用液劑,INDOMETHACIN (eq to Indometacin)
衛署藥製字第037595號,"NAFXEN TABLETS 500MG (NAPROXEN) ""TAI YU""",錠劑,NAPROXEN
衛署藥製字第037598號,ACTEIN GRANULES 66.7MG/GM,內服顆粒劑,ACETYLCYSTEINE;;ACETYLCYSTEINE
衛署藥製字第037599號,"ZINC SULFATE INJECTION 5.94MG/ML ""TBC""",注射劑,ZINC SULFATE HEPTAHYDRATE
衛署藥製字第037601號,"WELIZEN F.C.TABLETS 20MG ""N.K""",膜衣錠,FAMOTIDINE
衛署藥製字第037603號,"VALTAFEN ENTERIC F.C. TABLETS 50MG ""SINPHAR""(DICLOFENAC)",腸溶膜衣錠,DICLOFENAC SODIUM
衛署藥製字第037606號,"CEMANA INJECTION ""STANDARD"" (CEFAMANDOLE)",注射劑,CEFAMANDOLE NAFATE;;CEFAMANDOLE NAFATE
衛署藥輸字第025127號,RYUKAKUSAN DIRECT LOZENGE MANGO FLAVOR,口含錠,GLYCYRRHIZA EXTRACT;;POWDERED PLATYCODON ROOT;;SENEGA POWDER;;APRICOT KERNEL POWDER;;GINSENG POWDER
衛署藥輸字第025128號,SLIMLACK TABLET,腸溶糖衣錠,BISACODYL;;SENNOSIDE
衛署藥輸字第025129號,Xarelto film-coated tablets 10mg,膜衣錠,RIVAROXABAN
衛署藥輸字第025157號,SALONPAS PAIN RELIEF PATCH,藥膠布,L-MENTHOL ;;METHYL SALICYLATE
衛署藥輸字第025158號,Invega Extended Release Tablets 9mg,持續性藥效膜衣錠,PALIPERIDONE;;PALIPERIDONE
衛署藥輸字第025158號,Invega Extended Release Tablets 9mg,持續性藥效膜衣錠,PALIPERIDONE;;PALIPERIDONE
衛署藥輸字第025158號,Invega Extended Release Tablets 9mg,持續性藥效膜衣錠,PALIPERIDONE;;PALIPERIDONE
衛署藥輸字第025282號,"Onbrez Breezhaler 150 mcg inhalation powder, hard capsule",吸入用膠囊劑,INDACATEROL MALEATE
衛署藥輸字第025282號,"Onbrez Breezhaler 150 mcg inhalation powder, hard capsule",吸入用膠囊劑,INDACATEROL MALEATE
衛署藥輸字第025283號,Sevoflurane Inhalation Anesthetic Liquid,吸入用液劑,SEVOFLURANE
衛署藥輸字第025284號,Panadol Migraine Tablets,膜衣錠,ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE;;ACETYLSALICYLIC ACID
衛署藥輸字第025285號,Tamiflu Capsules 75 mg,膠囊劑,OSELTAMIVIR
衛署藥輸字第025285號,Tamiflu Capsules 75 mg,膠囊劑,OSELTAMIVIR
衛署藥輸字第025302號,Duphalac Oral solution,內服液劑,LACTULOSE
衛署藥輸字第025303號,Mozobil solution for injection,注射劑,PLERIXAFOR
衛署藥輸字第025303號,Mozobil solution for injection,注射劑,PLERIXAFOR
衛署藥輸字第025303號,Mozobil solution for injection,注射劑,PLERIXAFOR
衛署藥輸字第025305號,Bismuth Subnitrate,（粉）,
衛署藥輸字第025306號,GALVUS TABLETS 50MG,錠劑,VILDAGLIPTIN
衛署藥輸字第025306號,GALVUS TABLETS 50MG,錠劑,VILDAGLIPTIN
衛署藥輸字第025308號,BIGSENS-XR 500 TABLETS,長效錠,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛署藥輸字第025310號,CURAM 625MG DISPERSIBLE TABLETS,口溶錠,CLAVULANATE (POTASSIUM);;AMOXICILLIN (AS TRIHYDATE)
衛署藥輸字第025311號,CURAM 1000MG DISPERSIBLE TABLETS,口溶錠,CLAVULANATE (POTASSIUM);;AMOXICILLIN (AS TRIHYDATE)
衛署藥輸字第025316號,Keppra Concentrate for Solution for Infusion 100mg/ml,注射劑,LEVETIRACETAM
衛署藥輸字第025316號,Keppra Concentrate for Solution for Infusion 100mg/ml,注射劑,LEVETIRACETAM
衛署藥輸字第025377號,Taflotan ophthalmic solution,點眼液劑,TAFLUPROST
衛署藥輸字第025378號,Lindynette 30 coated tablets,糖衣錠,ESTRADIOL ETHINYL (EQ TO ETHINYLOESTRADIOL)(EQ TO ETHINYLESTRADIOL);;GESTODENE
衛署藥輸字第025382號,Bismuth Subgallate,（粉）,
衛署藥輸字第025386號,"Prismasol 4mmol/lpotassium,solution for haemofiltration and haemodialysis",透析用液劑,LACTIC ACID;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;CALCIUM CHLORIDE DIHYDRATE;;GLUCOSE ANHYDROUS;;SODIUM CHLORIDE;;POTASSIUM CHLORIDE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)
衛署藥輸字第025387號,"Prismasol B0,solution for haemofiltration and haemodialysis",透析用液劑,SODIUM CHLORIDE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;CALCIUM CHLORIDE DIHYDRATE;;LACTIC ACID
衛署藥輸字第025490號,Citalopram Hydrobromide,（粉）,
衛署藥輸字第025490號,Citalopram Hydrobromide,（粉）,
衛署藥輸字第025492號,Sevikar HCT 20/5/12.5mg,膜衣錠,"AMLODIPINE BESYLATE;;HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE);;OLMESARTAN MEDOXOMIL"
衛署藥輸字第025493號,Sevikar HCT 40/5/25mg,膜衣錠,"HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE);;AMLODIPINE BESYLATE;;OLMESARTAN MEDOXOMIL"
衛署藥輸字第025494號,Sevikar HCT 40/5/12.5mg,膜衣錠,"OLMESARTAN MEDOXOMIL;;HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE);;AMLODIPINE BESYLATE"
衛署藥輸字第025522號,EMEND IV 150mg Powder for Injection,凍晶乾粉注射劑,FOSAPREPITANT DIMEGLUMINE
衛署藥輸字第025524號,Gliolan Powder for Oral Solution,凍晶粉末,5-aminolevulinic acid
衛署藥輸字第025524號,Gliolan Powder for Oral Solution,凍晶粉末,5-aminolevulinic acid
衛署藥輸字第025525號,Partamol Effervescent tablets 500mg (Acetaminophen),發泡錠,ACETAMINOPHEN (EQ TO PARACETAMOL)
衛署菌疫輸字第000608號,BENEFIX{RFIX} COAGULATION FACTOR IX (RECOMBINANT),凍晶注射劑,rFIX(Nonacog alfa);;rFIX(Nonacog alfa);;rFIX(Nonacog alfa)
衛署菌疫輸字第000630號,ALPHANATE 250IU-Antihemophilic Factor (Human),凍晶注射劑,ANTIHEMOPHILIC FACTOR HUMAN
衛署菌疫輸字第000630號,ALPHANATE 250IU-Antihemophilic Factor (Human),凍晶注射劑,ANTIHEMOPHILIC FACTOR HUMAN
衛署菌疫輸字第000630號,ALPHANATE 250IU-Antihemophilic Factor (Human),凍晶注射劑,ANTIHEMOPHILIC FACTOR HUMAN
衛署菌疫輸字第000630號,ALPHANATE 250IU-Antihemophilic Factor (Human),凍晶注射劑,ANTIHEMOPHILIC FACTOR HUMAN
衛署菌疫輸字第000714號,METALYSE INJECTION,注射劑,TENECTEPLASE;;TENECTEPLASE
衛署菌疫輸字第000714號,METALYSE INJECTION,注射劑,TENECTEPLASE;;TENECTEPLASE
衛署菌疫輸字第000717號,BERIPLAST P COMBI-SET,液劑,FACTOR XIII FROM HUMAN PLASMA;;FIBRINOGEN HUMAN;;APROTININ FROM BOVINE LUNG;;HUMAN THROMBIN;;CALCIUM CHLORIDE DIHYDRATE
衛署菌疫輸字第000717號,BERIPLAST P COMBI-SET,液劑,FACTOR XIII FROM HUMAN PLASMA;;FIBRINOGEN HUMAN;;APROTININ FROM BOVINE LUNG;;HUMAN THROMBIN;;CALCIUM CHLORIDE DIHYDRATE
衛署菌疫輸字第000683號,GENOTROPIN 5.3MG,凍晶注射劑,RECOMBINANT SOMATROPIN
衛署菌疫輸字第000683號,GENOTROPIN 5.3MG,凍晶注射劑,RECOMBINANT SOMATROPIN
衛署菌疫輸字第000702號,INFANRIX-IPV + HIB,凍晶注射劑,"INACTIVATED POLIO VIRUS - TYPE 2;;TETANUS TOXOID;;INACTIVATED POLIO VIRUS -TYPE 3;;PERTACTIN;;DIPHTHERIA TOXOID;;FILAMENTOUS HAEMAGGLUTININ;;PERTUSSIS TOXOID;;INACTIVATED POLIO VIRUS -TYPE 1;;CONJUGATED OF HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE (PRP) AND TETANUS TOXOID (T), ADSORBED"
衛署菌疫輸字第000702號,INFANRIX-IPV + HIB,凍晶注射劑,"INACTIVATED POLIO VIRUS - TYPE 2;;TETANUS TOXOID;;INACTIVATED POLIO VIRUS -TYPE 3;;PERTACTIN;;DIPHTHERIA TOXOID;;FILAMENTOUS HAEMAGGLUTININ;;PERTUSSIS TOXOID;;INACTIVATED POLIO VIRUS -TYPE 1;;CONJUGATED OF HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE (PRP) AND TETANUS TOXOID (T), ADSORBED"
衛署菌疫輸字第000702號,INFANRIX-IPV + HIB,凍晶注射劑,"INACTIVATED POLIO VIRUS - TYPE 2;;TETANUS TOXOID;;INACTIVATED POLIO VIRUS -TYPE 3;;PERTACTIN;;DIPHTHERIA TOXOID;;FILAMENTOUS HAEMAGGLUTININ;;PERTUSSIS TOXOID;;INACTIVATED POLIO VIRUS -TYPE 1;;CONJUGATED OF HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE (PRP) AND TETANUS TOXOID (T), ADSORBED"
衛署菌疫輸字第000726號,PUREGON 600IU/0.72ML SOLUTION FOR INJECTION,注射劑,FOLLITROPIN BETA
衛署菌疫輸字第000726號,PUREGON 600IU/0.72ML SOLUTION FOR INJECTION,注射劑,FOLLITROPIN BETA
衛署菌疫輸字第000726號,PUREGON 600IU/0.72ML SOLUTION FOR INJECTION,注射劑,FOLLITROPIN BETA
衛署菌疫輸字第000726號,PUREGON 600IU/0.72ML SOLUTION FOR INJECTION,注射劑,FOLLITROPIN BETA
衛署菌疫輸字第000745號,"LANTUS 100 UNITS/ML SOLUTION FOR INJECTION, 10ML VIAL",注射劑,INSULIN GLARGINE
衛署菌疫輸字第000745號,"LANTUS 100 UNITS/ML SOLUTION FOR INJECTION, 10ML VIAL",注射劑,INSULIN GLARGINE
衛署菌疫輸字第000746號,FEIBA 50U/ml,凍晶注射劑,HUMAN PLASMA PROTEIN WITH FACTOR VIII INHIBITOR BY PASSING ACTIVITY
衛署菌疫輸字第000746號,FEIBA 50U/ml,凍晶注射劑,HUMAN PLASMA PROTEIN WITH FACTOR VIII INHIBITOR BY PASSING ACTIVITY
衛署菌疫輸字第000746號,FEIBA 50U/ml,凍晶注射劑,HUMAN PLASMA PROTEIN WITH FACTOR VIII INHIBITOR BY PASSING ACTIVITY
衛署菌疫輸字第000763號,GONAL-F 75IU(5.5MCG),凍晶乾燥注射劑,FOLLITROPIN ALFA(r-hFSH)
衛署菌疫輸字第000763號,GONAL-F 75IU(5.5MCG),凍晶乾燥注射劑,FOLLITROPIN ALFA(r-hFSH)
衛署菌疫輸字第000777號,PLASBUMIN-20,注射劑,ALBUMIN HUMAN
衛署菌疫輸字第000787號,FORTEO FOR INJECTION,注射劑,TERIPARATIDE
衛署菌疫輸字第000787號,FORTEO FOR INJECTION,注射劑,TERIPARATIDE
衛署菌疫輸字第000763號,GONAL-F 75IU(5.5MCG),凍晶乾燥注射劑,FOLLITROPIN ALFA(r-hFSH)
衛署菌疫輸字第000761號,FASTURTEC POWDER AND SOLVENT FOR CONCENTRATE FOR SOLUTION FOR INFUSION 1.5MG/ML,凍晶注射劑,RASBURICASE
衛署菌疫輸字第000761號,FASTURTEC POWDER AND SOLVENT FOR CONCENTRATE FOR SOLUTION FOR INFUSION 1.5MG/ML,凍晶注射劑,RASBURICASE
衛署菌疫輸字第000761號,FASTURTEC POWDER AND SOLVENT FOR CONCENTRATE FOR SOLUTION FOR INFUSION 1.5MG/ML,凍晶注射劑,RASBURICASE
衛署菌疫輸字第000761號,FASTURTEC POWDER AND SOLVENT FOR CONCENTRATE FOR SOLUTION FOR INFUSION 1.5MG/ML,凍晶注射劑,RASBURICASE
衛署藥製字第036194號,"KETOLIN GEL 5% ""Y.Y."" (ETOFENAMATE)",外用凝膠劑,ETOFENAMATE
衛署藥製字第036195號,"Zusenlu Tablets 12mg ""Chinteng""(Betahistine)",錠劑,BETAHISTINE MESYLATE
衛署藥製字第036196號,"ALUPHATE GEL 130MG/GM (ALUMINUM PHOSPHATE) ""ROYAL""",內服凝膠劑,ALUMINUM PHOSPHATE
衛署藥製字第036201號,"METFORMIN TABLET 500MG ""Lita""",錠劑,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛署藥製字第036204號,"BICANOL TABLETS 500MG (METFORMIN) ""CHINTENG""",錠劑,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛署藥製字第036207號,"FLUSAN OINTMENT ""T.F.""",軟膏劑,SALICYLIC ACID;;FLUMETHASONE PIVALATE
衛署藥製字第036236號,MOSAJI SPRAY,外用噴液劑,DL-CAMPHOR ;;METHYL SALICYLATE;;GLYCOL SALICYLATE;;L-MENTHOL
衛署藥製字第036237號,"LINTON F.C. TABLETS 10MG ""KOJAR"" (HYOSCINE BUTYLBROMIDE)",膜衣錠,BUTYLSCOPOLAMINE BROMIDE (EQ TO HYOSCINE-N-BUTYLBROMIDE)
衛署藥製字第036238號,"Shuersu Capsules ""C.L.""",膠囊劑,NICOTINAMIDE;;RIBOFLAVIN (VIT B2);;THIAMINE MONONITRATE;;CAFFEINE ANHYDROUS
衛署藥製字第036239號,TOROUND INJECTION 40MG/ML (TOBRAMYCIN),注射劑,TOBRAMYCIN
衛署藥製字第036240號,"GLIZIDE TABLETS 80MG ""H.S."" (GLICLAZIDE)",錠劑,GLICLAZIDE
衛署藥製字第036267號,"ANAZIN TABLETS 50MG (FLURBIPROFEN) ""SHOU CHAN""",錠劑,FLURBIPROFEN
衛署藥製字第036283號,"Beclofen Tablets 10mg ""Y.Y.""",錠劑,BACLOFEN
衛署藥製字第036284號,"GENTAMYCIN INJECTION 140MG/ML ""S.Y.""",注射液劑,GENTAMICIN (AS SULFATE)
衛署藥製字第036312號,"TOCOLIN F.C.T. 30MG (CARBETAPENTANE CITRATE) ""EVEREST""",膜衣錠,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate)
衛署藥製字第036315號,"CLOBETASOL CREAM 0.5MG/GM ""SINPHAR""",乳膏劑,CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE
衛署藥製字第036348號,UFORMIN TABLETS 250MG,錠劑,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛署藥製字第036349號,UFORMIN TABLETS 500MG,錠劑,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛署藥製字第036350號,"BISADYL SUPPOSITORIES 10MG (BISACODYL) ""MEIDER""",栓劑,BISACODYL
衛署藥製字第036356號,TIDACT CAPSULES 300MG (CLINDAMYCIN),膠囊劑,CLINDAMYCIN
衛署藥製字第036357號,"SSAN-TON GEL 100MG/GM (ETOFENAMATE) ""CHINTENG""",外用凝膠劑,ETOFENAMATE
衛署藥製字第036360號,"VORTAGEN E.C. TABLETS 50MG ""EVEREST"" (DICLOFENAC)",腸溶錠,DICLOFENAC SODIUM
衛署藥製字第036365號,CETAXIME FOR INJECTION,乾粉注射劑,CEFOTAXIME (SODIUM)
